# num_countries,years_school,height,adult
8.00,1.00,6.04,0.00
0.00,8.00,5.93,0.00
68.00,5.00,4.95,1.00
72.00,14.00,3.18,1.00
47.00,1.00,3.61,1.00
71.00,0.00,4.34,1.00
4.00,7.00,5.37,0.00
36.00,5.00,3.16,1.00
93.00,2.00,3.62,1.00
77.00,19.00,2.66,1.00
24.00,8.00,5.54,1.00
9.00,9.00,5.43,0.00
9.00,8.00,5.86,0.00
67.00,13.00,3.35,1.00
9.00,9.00,5.56,0.00
39.00,10.00,4.96,1.00
39.00,1.00,3.83,1.00
0.00,7.00,4.91,0.00
62.00,3.00,3.84,1.00
2.00,1.00,5.64,0.00
94.00,14.00,5.98,1.00
8.00,7.00,5.83,0.00
55.00,4.00,4.37,1.00
6.00,4.00,5.59,0.00
12.00,18.00,2.09,1.00
83.00,1.00,2.35,1.00
80.00,9.00,5.07,1.00
70.00,6.00,2.95,1.00
6.00,9.00,3.96,0.00
1.00,1.00,4.04,0.00
8.00,0.00,5.09,8.48
8.00,7.00,5.32,0.00
0.00,5.00,5.19,0.00
77.00,19.00,2.98,1.00
15.00,6.00,2.72,1.00
69.00,2.00,6.00,1.00
0.00,8.00,5.59,0.00
85.00,4.00,3.62,1.00
76.00,7.00,5.95,1.00
43.00,18.00,5.39,1.00
6.00,5.00,5.11,0.00
0.00,12.00,2.12,1.00
7.00,0.00,5.27,0.00
2.00,6.00,5.74,0.00
12.00,19.00,3.57,1.00
1.00,3.00,5.38,0.00
1.00,6.00,5.23,0.00
4.00,8.00,5.25,0.00
6.00,10.00,5.16,0.00
25.00,0.00,2.79,1.00
29.00,15.00,3.88,1.00
79.00,7.00,2.50,1.00
87.00,14.00,3.79,1.00
4.00,5.00,5.79,0.00
9.00,9.00,5.24,0.00
89.00,13.00,2.04,1.00
50.00,17.00,4.50,1.00
7.00,4.00,5.58,0.00
82.00,0.00,4.54,1.00
33.00,6.00,5.22,1.00
1.00,15.00,2.54,1.00
25.00,4.00,3.08,1.00
5.00,0.00,6.03,0.00
11.00,14.00,4.22,1.00
0.00,4.00,5.62,0.00
90.00,1.00,4.12,1.00
92.00,10.00,5.61,1.00
8.00,6.00,5.70,0.00
63.00,3.00,3.76,1.00
3.00,6.00,5.12,0.00
8.00,7.00,5.04,0.00
61.00,7.00,2.60,1.00
0.00,4.00,5.12,0.00
5.00,7.00,5.26,0.00
12.00,0.00,5.21,1.00
3.00,10.00,5.54,0.00
29.00,12.00,3.86,1.00
3.00,19.00,5.90,1.00
6.00,5.00,5.42,0.00
8.00,1.00,5.72,0.00
1.00,4.00,4.82,0.00
2.00,3.00,5.28,0.00
1.00,7.00,5.21,0.00
8.00,1.00,4.52,8.02
6.00,10.00,5.57,0.00
0.00,1.00,5.43,0.00
42.00,3.00,2.65,1.00
80.00,14.00,5.12,1.00
55.00,2.00,2.63,1.00
46.00,10.00,2.96,1.00
32.00,15.00,3.78,1.00
49.00,9.00,3.72,1.00
70.00,5.00,5.24,1.00
83.00,4.00,2.79,1.00
5.00,3.00,5.77,0.00
59.00,15.00,3.77,1.00
35.00,14.00,3.66,1.00
0.00,6.00,5.78,0.00
7.00,1.00,5.65,0.00
2.00,10.00,5.99,5.83
18.00,10.00,2.96,1.00
7.00,6.00,5.53,0.00
85.00,18.00,5.42,1.00
0.00,7.00,4.89,0.00
68.00,7.00,5.68,1.00
18.00,2.00,3.76,1.00
4.00,3.00,5.46,0.00
4.00,10.00,5.74,0.00
16.00,6.00,2.47,1.00
1.00,8.00,5.39,0.00
1.00,4.00,6.05,0.00
2.00,0.00,4.05,0.00
55.00,0.00,2.53,1.00
4.00,3.00,5.31,0.00
8.00,9.00,5.18,0.00
6.00,8.00,5.50,0.00
97.00,3.00,3.83,1.00
99.00,1.00,2.42,1.00
4.00,6.00,5.28,0.00
3.00,6.00,5.48,0.00
57.00,2.00,4.53,1.00
15.00,9.00,2.43,1.00
99.00,16.00,4.22,1.00
3.00,5.00,5.84,0.00
7.00,17.00,5.31,1.00
5.00,4.00,5.50,0.00
40.00,8.00,5.04,1.00
51.00,6.00,2.66,1.00
2.00,5.00,5.99,0.00
21.00,7.00,3.82,1.00
0.00,4.00,5.97,0.00
95.00,8.00,2.20,1.00
6.00,0.00,5.30,0.00
4.00,0.00,5.37,0.00
8.00,9.00,4.94,0.00
4.00,10.00,5.08,0.00
1.00,15.00,4.81,1.00
90.00,14.00,3.99,1.00
26.00,12.00,2.19,1.00
4.00,3.00,5.42,0.00
5.00,9.00,5.60,0.00
63.00,3.00,3.52,1.00
0.00,7.00,5.85,0.00
2.00,8.00,5.55,0.00
7.00,4.00,5.05,0.00
9.00,5.00,5.29,0.00
42.00,8.00,3.22,1.00
90.00,15.00,4.85,1.00
4.00,1.00,5.31,0.00
39.00,4.00,3.56,1.00
0.00,1.00,3.46,0.00
6.00,6.00,4.91,0.00
66.00,8.00,3.68,1.00
3.00,5.00,5.45,0.00
5.00,7.00,5.58,0.00
41.00,7.00,3.06,1.00
54.00,14.00,4.91,1.00
27.00,10.00,3.64,1.00
77.00,6.00,3.80,1.00
6.00,10.00,5.71,0.00
34.00,7.00,4.21,1.00
7.00,7.00,6.02,0.00
4.00,7.00,5.67,0.00
3.00,0.00,5.74,0.00
31.00,6.00,2.61,1.00
52.00,7.00,3.67,1.00
47.00,16.00,4.63,1.00
1.00,1.00,5.36,0.00
94.00,7.00,5.79,1.00
30.00,4.00,5.88,1.00
4.00,6.00,5.56,0.00
64.00,13.00,5.79,1.00
5.00,0.00,5.74,0.00
50.00,4.00,2.48,1.00
17.00,3.00,2.76,1.00
4.00,1.00,5.24,0.00
0.00,6.00,5.20,0.00
6.00,4.00,5.13,0.00
39.00,9.00,4.40,1.00
91.00,10.00,4.45,1.00
1.00,0.00,5.54,0.00
51.00,3.00,5.72,1.00
43.00,17.00,3.52,1.00
55.00,8.00,3.99,1.00
84.00,18.00,3.06,1.00
58.00,16.00,3.01,1.00
15.00,7.00,3.31,1.00
0.00,0.00,5.77,0.00
4.00,2.00,4.95,0.00
3.00,0.00,5.78,0.00
8.00,7.00,5.28,0.00
66.00,1.00,3.04,1.00
51.00,6.00,3.75,1.00
7.00,6.00,5.33,0.00
22.00,14.00,5.89,1.00
89.00,19.00,2.70,1.00
9.00,3.00,5.65,0.00
13.00,3.00,3.77,1.00
0.00,10.00,5.56,0.00
94.00,16.00,3.82,1.00
5.00,0.00,5.69,0.00
7.00,11.00,4.02,1.00
7.00,2.00,5.38,0.00
0.00,3.00,5.30,0.00
35.00,3.00,3.48,1.00
6.00,6.00,5.46,0.00
25.00,8.00,5.47,1.00
0.00,3.00,5.33,0.00
46.00,6.00,2.91,1.00
4.00,3.00,4.97,0.00
15.00,13.00,5.34,1.00
7.00,1.00,5.68,0.00
3.00,9.00,5.31,0.00
30.00,10.00,2.27,1.00
8.00,6.00,5.67,0.00
65.00,15.00,2.01,1.00
18.00,11.00,4.85,1.00
6.00,2.00,5.03,0.00
0.00,10.00,5.35,0.00
27.00,9.00,2.04,1.00
88.00,9.00,4.54,1.00
4.00,6.00,5.66,0.00
8.00,1.00,5.58,0.00
8.00,13.00,5.44,1.00
75.00,3.00,3.52,1.00
29.00,15.00,4.76,1.00
54.00,8.00,3.48,1.00
52.00,8.00,5.36,1.00
34.00,18.00,5.15,1.00
0.00,8.00,6.12,0.00
6.00,8.00,5.91,0.00
71.00,4.00,2.72,1.00
5.00,4.00,5.98,8.60
6.00,7.00,5.83,0.00
70.00,12.00,3.23,1.00
85.00,5.00,4.79,1.00
6.00,2.00,6.11,0.00
6.00,2.00,5.05,0.00
52.00,9.00,2.17,1.00
6.00,2.00,5.80,0.00
4.00,1.00,5.79,0.00
12.00,12.00,4.73,1.00
9.00,10.00,5.73,0.00
21.00,15.00,5.66,1.00
9.00,5.00,5.06,0.00
52.00,15.00,2.04,1.00
6.00,6.00,5.25,0.00
8.00,8.00,5.70,0.00
4.00,10.00,5.40,0.00
69.00,13.00,5.82,1.00
2.00,3.00,5.90,0.00
6.00,3.00,5.44,0.00
8.00,1.00,5.13,0.00
55.00,0.00,5.38,1.00
4.00,8.00,5.67,0.00
8.00,3.00,5.59,0.00
5.00,10.00,5.32,0.00
77.00,17.00,4.43,1.00
1.00,2.00,4.91,0.00
58.00,10.00,4.29,1.00
61.00,18.00,2.63,1.00
9.00,1.00,5.19,0.00
2.00,0.00,5.60,0.00
62.00,15.00,3.30,1.00
95.00,0.00,5.04,1.00
80.00,16.00,5.11,1.00
21.00,17.00,3.79,1.00
5.00,3.00,6.07,0.00
3.00,14.00,4.82,1.00
2.00,3.00,4.97,0.00
52.00,18.00,5.14,1.00
50.00,3.00,2.41,1.00
76.00,0.00,2.83,1.00
2.00,2.00,5.46,0.00
0.00,10.00,5.20,0.00
62.00,3.00,5.50,1.00
6.00,3.00,6.02,0.00
9.00,10.00,5.15,0.00
4.00,2.00,5.76,0.00
2.00,8.00,6.03,0.00
8.00,6.00,2.89,0.00
9.00,8.00,5.42,0.00
59.00,16.00,2.61,1.00
5.00,4.00,5.69,0.00
4.00,8.00,5.89,0.00
4.00,0.00,5.55,0.00
5.00,3.00,6.23,0.00
2.00,0.00,5.71,0.00
4.00,5.00,5.84,0.00
6.00,6.00,5.43,0.00
5.00,7.00,5.87,0.00
7.00,10.00,5.24,7.69
79.00,8.00,4.41,1.00
1.00,8.00,5.47,0.00
5.00,4.00,5.45,0.00
70.00,4.00,4.77,1.00
85.00,7.00,5.58,1.00
2.00,6.00,2.37,0.00
6.00,10.00,5.51,0.00
13.00,5.00,2.49,1.00
1.00,3.00,5.63,0.00
7.00,9.00,6.02,0.00
38.00,13.00,4.26,1.00
76.00,9.00,2.09,1.00
85.00,14.00,5.38,1.00
9.00,10.00,5.80,0.00
0.00,0.00,4.83,0.00
7.00,7.00,5.87,0.00
9.00,10.00,5.51,0.00
50.00,10.00,2.10,1.00
9.00,0.00,5.56,0.00
3.00,3.00,5.83,0.00
6.00,8.00,5.48,0.00
0.00,8.00,5.04,0.00
0.00,4.00,5.53,0.00
65.00,0.00,4.74,1.00
47.00,11.00,2.62,1.00
4.00,1.00,5.77,0.00
2.00,4.00,4.97,0.00
9.00,4.00,3.14,0.00
70.00,4.00,5.20,1.00
97.00,8.00,5.13,1.00
31.00,3.00,5.40,1.00
0.00,0.00,6.39,0.00
3.00,7.00,4.96,0.00
75.00,6.00,5.84,1.00
91.00,17.00,3.04,1.00
8.00,2.00,4.87,0.00
0.00,6.00,5.28,0.00
30.00,1.00,3.20,1.00
31.00,8.00,5.81,1.00
1.00,3.00,5.69,0.00
25.00,1.00,2.03,1.00
8.00,13.00,2.84,1.00
8.00,10.00,5.53,0.00
4.00,9.00,5.41,0.00
6.00,0.00,5.00,0.00
8.00,8.00,5.80,0.00
9.00,15.00,3.61,1.00
2.00,7.00,5.61,0.00
88.00,0.00,2.64,1.00
24.00,17.00,5.26,1.00
9.00,3.00,5.64,0.00
2.00,6.00,5.09,0.00
69.00,11.00,2.22,1.00
68.00,1.00,4.90,1.00
0.00,0.00,5.43,0.00
1.00,10.00,5.14,0.00
9.00,6.00,5.15,0.00
59.00,10.00,4.38,1.00
68.00,18.00,5.29,1.00
16.00,0.00,5.60,1.00
25.00,14.00,2.75,1.00
0.00,6.00,5.69,0.00
27.00,0.00,2.49,1.00
8.00,6.00,5.95,0.00
3.00,0.00,5.54,0.00
20.00,9.00,2.90,1.00
19.00,8.00,3.27,1.00
10.00,12.00,5.68,1.00
1.00,5.00,5.38,0.00
96.00,15.00,5.28,1.00
9.00,8.00,5.56,0.00
2.00,2.00,5.06,0.00
27.00,5.00,4.31,1.00
6.00,2.00,5.16,0.00
0.00,14.00,5.69,1.00
6.00,1.00,6.10,0.00
95.00,2.00,4.36,1.00
1.00,2.00,5.37,0.00
9.00,13.00,4.89,1.00
88.00,1.00,4.13,1.00
4.00,4.00,5.42,0.00
9.00,3.00,3.30,0.00
4.00,10.00,5.72,0.00
2.00,4.00,5.50,0.00
1.00,3.00,5.82,0.00
4.00,4.00,5.30,0.00
57.00,18.00,3.32,1.00
5.00,2.00,5.48,0.00
88.00,4.00,3.44,1.00
5.00,0.00,5.34,0.00
9.00,4.00,5.57,0.00
81.00,4.00,4.05,1.00
96.00,14.00,5.73,1.00
93.00,8.00,3.84,1.00
93.00,16.00,4.00,1.00
8.00,10.00,6.00,0.00
60.00,15.00,2.91,1.00
17.00,0.00,5.33,1.00
96.00,17.00,2.75,1.00
